No,SAP CODE,STORE NAME,LAT,LONG,Store Address
841,M045,MEGASTORE RUKO SALATIGA,-7.3309764,110.499268,JL. BRIG. JEND. SUDIARTO RT. 01 RW. 04 SALATIGA
842,E594,ERAFONE RUKO WELERI,-6.972574,110.0692366,"JL.UTAMA TENGAH , NO.219 , DESA KARANGDOWO , KEC.WALERI , KAB.KENDAL , JAWA TENGAH , 51356"
843,E142,ERAFONE PARAGON CITY MALL,-6.9790668,110.4157063,"JL. PEMUDA NO 118 SEMARANG, MALL PARAGON LT.3-10 JL. PEMUDA NO 118 SEMARANG"
844,M059,MEGASTORE RUKO TELOGOSARI SEMARANG,-6.984488,110.4591674,"JL. TELOGOSARI RAYA 1 NO.51, TELOGOSARI KULON, SEMARANG"
845,E134,ERAFONE DP MALL SEMARANG,-6.9838894,110.4126287,"JL. PEMUDA NO.150.SEKAYU SEMARANG TENGAH, DP MALL LANTAI 01/01/02.B"
846,Q224,TSEL GRAPARI PAHLAWAN SEMARANG,-6.9942742,110.4213494,"GEDUNG TELKOMSEL, JL. PAHLAWAN NO. 10 SEMARANG 50241"
847,E080,ERAFONE 2 PLAZA SIMPANG LIMA,-6.9907535,110.4247711,JL. JEND A YANI 1 PLASA SIMPANGLIMA LT DASAR NO B.03.01
848,E162,ERAFONE MAL CIPUTRA SEMARANG,-6.9888335,110.423669,"MAL CIPUTRA SEMARANG LANTAI GF UNIT 1-2, JLN. SIMPANG LIMA NO. 1, PEKUNDEN, SEMARANG TENGAH, KOTA SEMARANG, JAWA TENGAH, 50134"
849,E282,ERAFONE THE PARK SEMARANG,-6.9640276,110.3991412,ERAFONE THE PARK SEMARANG UNIT 1-0270 JL MADUKORO RAYA BLOK E1 NO. 10-11 KELURAHAN TAWANGMAS KECAMATAN SEMARANG BARAT JAWA TENGAH 50144
850,E904,ERAFONE WOLTER MONGINSIDI SEMARANG,-6.99306,110.472785,"JL. WOLTER MONGINSIDI NO.153, TLOGOSARI WETAN, KEC. PEDURUNGAN, KOTA SEMARANG, JAWA TENGAH 50196"
851,E257,ERAFONE RUKO JEPARA,-6.596774,110.6728182,JL. PEMUDA NO. 72 PANGGANG V KEC. JEPARA KAB. JEPARA JAWA TENGAH 59411
852,E272,ERAFONE RUKO PURWODADI,-7.0888564,110.914046,"JL.R SUPRAPTO NO 77 PURWODADI,GROBOGAN JAWA TENGAH"
853,E399,ERAFONE RUKO KUDUS,-6.8066058,110.8526984,"NGANGUK, KRAMAT, KEC. KOTA KUDUS, KABUPATEN KUDUS, JAWA TENGAH 59312"
854,E630,ERAFONE RUKO KALINYAMATAN,-6.7303404,110.7236747,"JL. RAYA JEPARA-KUDUS , KRIYAN, KEC KALINYAMATAN, KAB. JEPARA, JAWA TENGAH 59462"
855,M095,MEGASTORE RUKO SEMARANG,-6.9899462,110.4473361,"JL. BRIGEJEND KATAMSO , NO.28"
856,E159,ERAFONE RUKO PATI,-6.7484748,111.0285926,PLAZA PURI NO. 14 JL. KOLONEL SUNANDAR PATI
857,E247,ERAFONE RUKO BLORA,-6.9700448,111.4130645,JL. MR.ISKANDAR MLANGSEN KEC.BLORA KAB.BLORA JAWA TENGAH 58214
858,E273,ERAFONE RUKO REMBANG,-6.712027,111.3424521,"JL. PEMUDA NO.20, RT.04/RW.03, TAWANGSARI, LETEH, KEC. REMBANG, KABUPATEN REMBANG, JAWA TENGAH 59217"
859,E523,ERAFONE CEPU BLORA,-7.1425693,111.5948953,"JL. PEMUDA NO 38,SIDOMULYO CEPU KEC. CEPU, KABUPATEN BLORA, JAWA TENGAH 58312"
860,E661,ERAFONE RUKO LASEM,-6.7007068,111.447419,"JL. JATIROGO,PANDEYAN,SUMBERGIRANG,KEC LASEM, RUKO NO C20 KABUPATEN REMBANG, JAWA TENGAH 59271"
861,E967,ERAFONE RUKO PEMUDA PATI,-6.7510653,111.0390549,"JL. KOL. SUNANDAR, PURI, NGARUS, KEC. PATI, KABUPATEN PATI, JAWA TENGAH 59112"
862,E962,ERAFONE PAMULARSIH,-6.98746,110.3918562,"JL. PAMULARSIH RAYA NO.71A, BONGSARI, KEC. SEMARANG BARAT, KOTA SEMARANG, JAWA TENGAH 50148"
863,F016,ERAFONE MIJEN SEMARANG,-7.073806,110.3097781,"RUKO JATISARI PERMAI, JL. SEMARANG-BOJA NO.12A, JATISARI, MIJEN, SEMARANG CITY, CENTRAL JAVA 50218"
864,E969,ERAFONE PURIANJASMORO SEMARANG,-6.9808945,110.3912,"JL. ANJASMORO RAYA, KARANGAYU, KEC. SEMARANG BARAT, KOTA SEMARANG, JAWA TENGAH 50149"
865,E400,ERAFONE SOEHAT SEMARANG,-6.9846125,110.4539497,"JALAN TAMBAK BOYO RAYA, KEL. KALICARI, KEC. PEDURUNGAN, KOTA SEMARANG JAWA TENGAH 50196"
866,E825,ERAFONE SAMPANGAN SEMARANG,-7.009119,110.3938504,"JL. MENOREH RAYA NO. 11B, SAMPANGAN, KEC. GAJAHMUNGKUR, KOTA SEMARANG, JAWA TENGAH 50232"
867,E535,ERAFONE RUKO KLIPANG SEMARANG,-7.0372156,110.4716838,"RUKO REGENCY , JL.KIPANG RAYA , SENDANGMULYO , KEC.TEMBALANG , KOTA SEMARANG , JAWA TENGAH 50272"
868,E411,ERAFONE RUKO TEMBALANG,-7.0517834,110.4269124,JL.NGESREP TIMUR 5 TEMABALANG KOTA SEMARANG
869,E858,ERAFONE CITARUM SEMARANG,-6.9698071,110.4369196,"JLN.CITARUM NO 68A BUGANGAN,KEC SEMARANG TIMUR,KOTA SEMARANG,JAWA TENGAH 50126"
870,X070,IBOX DP MALL SEMARANG,-6.983675,110.4126701,"JALAN PEMUDA NO 150, SEKAYU KEC. SEMARANG TENGAH, KOTA. SEMARANG, JAWA TENGAH 50132"
871,X076,IBOX CIPUTRA MALL SEMARANG,-6.9887914,110.4238728,"JL. SIMPANG LIMA NO.1, MALL CIPUTRA LANTAI GF UNIT 5-6, PEKUNDEN, KEC. SEMARANG, KOTA SEMARANG, JAWA TENGAH 50134"
872,N238,XIAOMI CIPUTRA SEMARANG,-6.9887683,110.4231094,"JL. SIMPANG LIMA NO.1, PEKUNDEN, KEC. SEMARANG TENGAH 50125, GROUND FLOOR 1 - 2, KOTA SEMARANG, JAWA TENGAH 50125"
873,N181,XIAOMI STORE PARAGON SEMARANG,-6.9791106,110.4160475,"JL. PEMUDA NO.118, SEKAYU, SEMARANG TENGAH, KOTA SEMARANG, JAWA TENGAH 50132"
874,S039,SES DP MALL SEMARANG,-6.9837184,110.412644,DP MALL LT. GF JALAN PEMUDA NOMOR 150 KELURAHAN SEKAYU KECAMATAN SEMARANG TENGAH KOTA SEMARANG
875,S124,SES THE PARK SEMARANG,-6.9642013,110.3991369,SES THE PARK SEMARANG UNIT G-0090 JL MADUKORO RAYA BLOK E1 NO. 10-11 KELURAHAN TAWANGMAS KECAMATAN SEMARANG BARAT JAWA TENGAH 50144
876,X080,IBOX THE PARK SEMARANG,-6.9641205,110.3978116,"L. MADUKORO RAYA NO.10-11, TAWANGMAS, SEMARANG BARAT, SEMARANG CITY, CENTRAL JAVA 50144"
877,X116,IBOX QUEEN CITY MALL SEMARANG,-6.9804595,110.4182715,"JL. PEMUDA NO.27-31, PANDANSARI, KEC. SEMARANG TENGAH, KOTA SEMARANG, JAWA TENGAH 50139, INDONESIA"
878,S177,SAMSUNG QUEEN CITY MALL SEMARANG,-6.9722796,110.4200206,"JL. PEMUDA NO.27-31, PANDANSARI, KEC. SEMARANG TENGAH, KOTA SEMARANG, JAWA TENGAH 50139, INDONESIA"
879,X170,IBOX PARAGON SEMARANG,-6.9791839,110.4159438,"JL. PEMUDA NO.118, SEKAYU, SEMARANG TENGAH, KOTA SEMARANG, JAWA TENGAH 50132"
880,E091,ERAFONE JOGJA CITY MALL,-7.7535088,110.3604046,"JOGJA CITY MALL LANTAI 1. 11, JL. MAGELANG NO.KM. 6 NO. 18, KUTU PATRAN, SINDUADI, KEC. MLATI, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55284"
881,M138,MEGASTORE TEGALREJO JOGJAKARTA,-7.7709715,110.3614523,"JL. MAGELANG NO. 210, KARANGWARU, KEC. TEGALREJO, KOTA YOGYAKARTA, DI YOGYAKARTA 55242"
882,E100,ERAFONE PAKUWON MALL YOGYAKARTA,-7.7598495,110.3992034,"PAKUWON MALL JOGJA LANTAI 1 UNIT NO.38 JL. RING ROAD UTARA, SANGGRAHAN, KALIWARU, CONDONGCATUR, KEC. DEPOK, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55281"
883,E092,ERAFONE & MORE PLAZA AMBARUKMO,-7.782678,110.401095,JLN LAKSDA ADI SUCIPTO NO 80  AMBARUKMO PLAZA  LANTAI LG UNIT A 18-19 CATURTUNGGAL KEC DEPOK KAB SLEMAN DAERAH ISTIMEWA YOGYAKARTA
884,Q015,XLC ADI SUCIPTO,-7.7827091,110.3944003,JL. LAKSDA ADI SUCIPTO NO.163 (LT.2) (DEPAN KAMPUS UIN) YOGYAKARTA
885,E176,ERAFONE SLEMAN CITY HALL,-7.7198376,110.3619901,SLEMAN CITY HALL LANTAI GF NO. 6A
886,E117,ERAFONE JOGJATRONIK MALL,-7.8060908,110.3695383,"JL. BRIGJEN KATAMSO NO. 75-77, KOTA YOGYAKARTA MALL JOGJA ,LT. LG CAFE 1B"
887,E912,ERAFONE PALAGAN NGAGLIK SLEMAN,-7.7441399,110.374023,"JALAN PALAGAN TENTARA PELAJAR, RT.02/RW.33, SEDAN, SARIHARJO, KEC. NGAGLIK, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55581"
888,E423,ERAFONE RUKO GODEAN,-7.769258,110.3002391,"JL. GODEAN KM 9,5 SIDOARUM, KEC. GODEAN, KAB. SLEMAN, DAERAH ISTIMEWA YOGYAKARTA"
889,E491,ERAFONE DONGKELAN BANTUL,-7.8218912,110.3550257,"JALAN BANTUL NO 110, KP DUKUH, KEL GEDONGKIWO, KEC MANTRIJERON, KOTA YOGYAKARTA, DAERAH ISTIMEWA YOGYAKARTA 55142"
890,E736,ERAFONE GODEAN BANTUL,-7.7812877,110.3503741,"JL. GODEAN KM 1, KEMBANG, NGESTIHARJO, KEC. KASIHAN, KABUPATEN BANTUL, DAERAH ISTIMEWA YOGYAKARTA"
891,E944,ERAFONE WIROBRAJAN YOGYAKARTA,-7.8010464,110.3487817,"JL. R.E. MARTADINATA NO.77 WIROBRAJAN, KOTA YOGYAKARTA DIY 55252"
892,E288,ERAFONE RUKO GEJAYAN JOGJA,-7.763136,110.3936707,"JL. GEJAYAN CT X NO.8, KARANG GAYAM, CATURTUNGGAL, KEC. DEPOK, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55281"
893,M120,MEGASTORE RUKO SETURAN JOGJA,-7.7663599,110.4106467,"JL SETURAN RAYA NO.8 KLEDOKAN CATURTUNGGAL DEPOK SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55222"
894,E075,ERAFONE ARMADA TOWN SQUARE,-7.5037807,110.2243331,"JALAN MAYJEN BAMBANG SUGENG ARMADA TOWN SQUARE NO. 1 LANTAI UG NO. 21-24, KEDUNGDOWO, SUKOREJO, KEC. MERTOYUDAN, KABUPATEN MAGELANG, JAWA TENGAH 56172"
895,E431,ERAFONE RUKO TEMANGGUNG,-7.3140064,110.1656548,"RUKO JL GATOT SUBROTO NO. 47 KARANG WETAN, MANDING ASRI , KEC. TEMANGGUNG, KABUPATEN TEMANGGUNG"
896,E566,ERAFONE RUKO WONOSOBO,-7.3640533,109.9007551,"JALAN SUMBING NO.20B, SUMBERAN SELATAN, WONOSOBO BAR., KEC. WONOSOBO, KABUPATEN WONOSOBO, JAWA TENGAH 56311"
897,M081,MEGASTORE RUKO AHMAD YANI MAGELANG,-7.4766212,110.2189861,JL JENDRAL A YANI NO.10 RT 1 RW 5 PANJANG MAGELANG TENGAH
898,E326,ERAFONE RUKO WONOSARI YOGJA,-7.9625095,110.597047,"JL. KH. AGUS SALIM NO 33  KEL KEPEK,  KEC. WONOSARI KAB. GUNUNG KIDUL, YOGAKARTA KODE POS 55813"
899,E930,ERAFONE RUKO PIYUNGAN JOGJA,-7.8367686,110.4729185,"JALAN WONOSARI KM 14 , SANDEYAN, SRIMULYO,  KEC PIYUNGAN, KAB BANTUL, DAERAH ISTIMEWA YOGYAKARTA 55792"
900,G399,GARDENA YOGYAKARTA CITY,-7.7833046,110.3812249,"JL. URIP SUMOHARJO NO.40, KLITREN, KEC. GONDOKUSUMAN, KOTA YOGYAKARTA, DAERAH ISTIMEWA YOGYAKARTA 55222"
901,E371,ERAFONE RUKO TAMAN SISWA,-7.8119928,110.3768626,"JALAN TAMAN SISWA 111 RT 074/RW 024, KE. WIROGUNAN, KEC. MERGANGSAN, KOTA YOGYAKARTA. 55151"
902,E955,ERAFONE TAJEM MAGUWOHARJO SLEMAN,-7.7589943,110.4331246,"L. RAYA TAJEM, DENOKAN, MAGUWOHARJO, KEC. DEPOK, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55281"
903,E782,ERAFONE KUSUMANEGARA JOGJA,-7.802159,110.3883143,"JL. KUSUMANEGARA, WARUNGBOTO, KEC UMBULHARJO , YOGYAKARTA 55164"
904,F026,ERAFONE PARAKAN TEMANGGUNG,-7.2859093,110.0966891,"JL DIPONEGORO NO. 212, JETIS SELATAN, PARAKAN KAUMAN, KEC. PARAKAN, KABUPATEN TEMANGGUNG, JAWA TENGAH 56254"
905,X041,IBOX PAKUWON MALL YOGYAKARTA,-7.7592874,110.3991957,"PAKUWON MALL JOGJA LANTAI LANTAI 1, JL. RING ROAD UTARA, SANGGRAHAN, KALIWARU, CONDONGCATUR, KEC. DEPOK, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55281"
906,N175,XIAOMI PAKUWON MALL YOGYAKARTA,-7.7588094,110.3992739,"PAKUWON MALL JOGJA LANTAI LANTAI 1 UNIT NO.45 JL. RING ROAD UTARA, SANGGRAHAN, KALIWARU, CONDONGCATUR, KEC. DEPOK, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55281"
907,S117,SES PAKUWON MALL YOGYAKARTA,-7.7588396,110.399302,"PAKUWON MALL JOGJA LANTAI 1 UNIT NO.66 JL. RING ROAD UTARA, SANGGRAHAN, KALIWARU, CONDONGCATUR, KEC. DEPOK, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55281"
908,S130,SPS PEMUDA MAGELANG,-7.4686724,110.2190326,"JL. PEMUDA NO 176, REJOWINANGUN UTARA, KEC. MAGELANG TENGAH, KOTA MAGELANG, JAWA TENGAH 56122"
909,N132,XIAOMI STORE PLAZA AMBARUKMO,-7.782628,110.4012593,"JL. LAKSDA ADISUCIPTO NO.80, AMBARUKMO, CATURTUNGGAL, KEC. DEPOK, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55281, L2 UNIT A-17"
910,N185,XIAOMI STORE JOGJA CITY MALL,-7.752541,110.3607167,"JL. MAGELANG 18 NO.6, KUTU PATRAN, SINDUADI, KEC. MLATI, KABUPATEN SLEMAN, KUTU PATRAN, SINDUADI, KEC. MLATI, KOTA YOGYAKARTA, DAERAH ISTIMEWA YOGYAKARTA 55284"
911,S043,SES JOGJA CITY MALL,-7.7535579,110.3606355,"JL. MAGELANG KM NO.5, KUTU PATRAN, SINDUADI, KEC. MLATI, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55284"
912,X036,IBOX LIPPO PLAZA YOGYAKARTA II,-7.783276,110.3906451,"JL. LAKSDAJL. LAKSDA ADISUCIPTO. 32-34, DAERAH ISTIMEWA YOGYAKARTA 55221 LIPPO PLAZA JOGJA GROUND FLOOR #G-05, KOTA YOGYAKARTA, DAERAH ISTIMEWA YOGYAKARTA 55221"
913,X047,IBOX AMBARUKMO PLAZA YOGYAKARTA,-7.7822494,110.4012867,"AMBARUKMO PLAZA, LANTAI GROUND #A9, JL. LAKSDA ADISUCIPTO NO.80, AMBARUKMO, CATURTUNGGAL, KEC. DEPOK, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55281"
914,X093,IBOX ARTOS MAGELANG,-7.5036847,110.2242626,"JL. MAYJEN BAMBANG SOEGENG NO.1, KEDUNGDOWO, MERTOYUDAN, KEC. MERTOYUDAN, KABUPATEN MAGELANG, JAWA TENGAH 56172"
915,X065,IBOX JOGJA CITY MALL,-7.7532388,110.3607023,"JL.RAYA MAGELANG KM 6 NO. 18 , JOGJA CITY MALL UG UNIT 38, KUTU PATRAN, SINDUADI, KEC. MLATI, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55284"
916,S121,SES MALIOBORO MALL,-7.7951797,110.3655628,"JALAN MALIOBORO MALL NO 52-58 MALIOBORO MALL LT. UG NO 21 A SURYATMAJAN, KEC DANUREJAN, KOTA YOGYAKARTA, DAERAH ISTIMEWA 55213"
917,N277,XIAOMI STORE ARTOS MAGELANG,-7.503814,110.2248103,"ARTOS MALL, JL. MAYJEN BAMBANG SOEGENG NO.1, KEDUNGDOWO, MERTOYUDAN, KEC. MERTOYUDAN, KABUPATEN MAGELANG, JAWA TENGAH 56172"
918,X141,IBOX RUKO JAKAL SLEMAN,-7.7608078,110.3804207,"JALAN KALIURANG KM 5 , RT.13/RW.05 NO: 27, KARANG WUNI, CATURTUNGGAL, KEC. DEPOK, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55281"
919,E139,ERAFONE SOLO SQUARE,-7.5607954,110.7886051,"SOLO SQUARE MALL NO. L1-32 , JL . SLAMET RIYADI NO.451-455 , PAJANG , KEC . LAWEYAN , KOTA SURAKARTA , JAWA TENGAH 57146"
920,F060,ERAFONE RUKO LAWU KARANGANYAR,-7.5945537,110.943658,"JL. LAWU NO. 31A CANGAKAN TIMUR, CANGAKAN KEC KARANGANYAR, KAB KARANGANYAR, JAWA TENGAH"
921,S067,SPS SOLO SQUARE,-7.5719314,110.8157879,"SOLO SQUARE MALL NO.L1-01A , JL . SLAMET RIYADI NO.451-455 , PAJANG , KEC . LAWEYAN , KOTA SURAKARTA , JAWA TENGAH 57146"
922,E077,ERAFONE SOLO PARAGON,-7.5626184,110.8103045,"SOLO PARAGON LIFESTYLE MALL LT FF UNIT 08A , JL YOSODIPURO NO. 133 RT 04 / RW 05 , MANGKUBUMEN , BANJARSARI , KOTA SURAKARTA , JAWA TENGAH 57139"
923,N138,XIAOMI STORE SOLO PARAGON MALL,-7.5626971,110.809926,"SOLO PARAGON LIFESTYLE MALL LT FF UNIT 05-06 , JL . YOSODIPURO NO. 133 RT 04 / RW 05 , MANGKUBUMEN , BANJARSARI , KOTA SURAKARTA , JAWA TENGAH 57139"
924,E716,ERAFONE COLOMADU KARANGANYAR,-7.5459613,110.7758907,"JI . ADI SUCIPTO , KENAIBAN , BLULUKAN , KEC . COLOMADU , KAB . KARANGANYAR , JAWA TENGAH"
925,M012,MEGASTORE GATOT SUBROTO SOLO,-7.5740949,110.8209577,"JL . GATOT SUBROTO NO.123 , KEMLAYAN , KEC . SERENGAN , SURAKARTA , JAWA TENGAH 57152"
926,E660,ERAFONE BRIGJEN SUDIARTO SURAKARTA,-7.5866112,110.824857,"JL . BRIGJEN SUDIARTO , JOYOSURAN , KEC . PS . KLIWON , KOTA SURAKARTA , JAWA TENGAH 57139"
927,M053,MEGASTORE RUKO SINGOSAREN SOLO,-7.5740949,110.8209577,"JL . GATOT SUBROTO NO.128 , JAYENGAN , KEC . SERENGAN , KOTA SURAKARTA , JAWA TENGAH 57152"
928,E939,ERAFONE RUKO ADI SUMARMO SOLO,-7.5491804,110.7983,"JI . ADI SUMARMO NO. 221 , BANYUANYAR , KEC . BANJARSARI , KOTA SURAKARTA , JAWA TENGAH 57375"
929,F053,ERAFONE NUSUKAN SOLO,-7.5475227,110.8311979,"JI . WALANDA MARAMIS NO. 1 RT02 RW 21 , BIBIS LUHUR , NUSUKAN , KEC . BANJARSARI , KOTA SURAKARTA , JAWA TENGAH 57135"
930,E377,ERAFONE RUKO SRAGEN,-7.4243462,111.0307501,"JL . SUKOWATI NO.335 , DUSUN KEBAYANAN WIDODO 1 , SRAGEN WETAN , KEC . SRAGEN , KABUPATEN SRAGEN , JAWA TENGAH 57214"
931,E433,ERAFONE RUKO MOJOSONGO SOLO,-7.536311,110.8391352,"JL . JAYA WIJAYA 117 , MOJOSONGO KEC.JEBRES KOTA SURAKARTA , JAWA TENGAH 57127"
932,E760,ERAFONE RUKO PANDANARAN BOYOLALI,-7.520762,110.5976782,"JL . PANDANARAN NO. 325 SIDOHARJO , BANARAN , BOYOLALI , JAWA TENGAH , 57313"
933,X075,IBOX BUMI RAYA PONTIANAK,-0.0770205,109.3686752,"IBOX STORE LT.1 BLOK L10 , GAIA BUMI RAYA CITY MALL,SUNGAI RAYA,KEC.SUNGAI RAYA.KABUPATEN KUBU RAYA KALIMANTAN BARAT."
934,E239,ERAFONE BUMI RAYA PONTIANAK,-0.0772256,109.3691347,"ERAFONE LT.2 BLOK L2 NO : 24, GAIA BUMI RAYA CITY MALL,SUNGAI RAYA,KEC.SUNGAI RAYA.KABUPATEN KUBU RAYA KALIM                 "
935,S116,SES BUMI RAYA CITY MALL,-0.0769941,109.3683733,"SAMSUNG STORE LT.1 BLOK L1 NO : 45, GAIA BUMI RAYA CITY MALL,SUNGAI RAYA,KEC.SUNGAI RAYA.KABUPATEN KUBU RAYA KALIMANTAN BARAT"
936,E262,ERAFONE RUKO KOTABARU PONTIANAK,-0.0506154,109.3169173,"JL. PROF. M.YAMIN, SAMPING GG.PEMANGKAT 2, SUNGAI BANGKONG, KEC. PONTIANAK SEL,KOTA PONTIANAK, KALIMANTAN BARAT 78113"
937,E662,ERAFONE TANJUNG RAYA PONTIANAK,-0.0356334,109.3567097,"JL. TJ. RAYA II, TAMBELAN SAMPIT, KEC. PONTIANAK TIM., KOTA PONTIANAK, KALIMANTAN BARAT 78243"
938,E671,ERAFONE WAHID HASYIM PONTIANAK,-0.0249813,109.3261504,"JL. KHW. HASYIM NO.152, SUNGAI BANGKONG, KEC. PONTIANAK KOTA, KOTA PONTIANAK, KALIMANTAN BARAT 78117"
939,E838,ERAFONE TANJUNG PURA PONTIANAK,-0.0364526,109.3469211,"JL. TANJUNG PURA NO.206, BENUA MELAYU LAUT, KEC. PONTIANAK SEL., KOTA PONTIANAK, KALIMANTAN BARAT 78243"
940,E373,ERAFONE RUKO SINTANG,0.0759343,111.4839514,"JALAN MT.HARYONO NO.89,KEL.KAPUAS KANAN HULU, KEC.SINTANG, KAB.SINTANG , KALIMANTAN BARAT"
941,M016,MEGASTORE PONTIANAK,-0.0284923,109.3388224,"RUKO PATTIMURA PONTIANAK, JL. PATTIMURA 214, 78243, PONTIANAK"
942,F039,ERAFONE AHMAD YANI SANGGAU,0.1219636,110.6008495,"JALAN LINTAS KALIMANTAN POROS TENGAH, RT/RW : 005/001, ILIR KOTA TJ. SEKAYAM, KEC. KAPUAS, KABUPATEN SANGGAU, KALIMANTAN BARAT 78516"
943,E746,ERAFONE GUSTI HAMZAH PONTIANAK,-0.0226823,109.3180798,"JL. GUSTI HAMZAH NO.7B, PANCASILA, KEC. PONTIANAK KOTA, KOTA PONTIANAK, KALIMANTAN BARAT 78115"
944,E068,ERAFONE A YANI MEGAMALL,-0.0516966,109.3451791,"JL. AHMAD YANI, LANTAI 2 B23 & 25, SUNGAI RAYA, KABUPATEN KUBU RAYA, KALIMANTAN BARAT 78121"
945,S068,SES A YANI MEGAMALL,-0.0511931,109.3454075,"MEGAMALL LANTAI 2 (DUA) UNIT B2-26 & B2-27, JL. AHMAD YANI, PONTIANAK 78112"
946,N152,XIAOMI STORE A YANI MEGAMALL PONTIANAK,-0.0516144,109.3453765,"JL. JENDERAL AHMAD YANI NO.4, PARIT TOKAYA, KOTA PONTIANAK, KALIMANTAN BARAT 78113, LT. DASAR NO. AG28 & AG29"
947,E372,ERAFONE RUKO SINGKAWANG,0.911375,108.9878853,"JALAN BUDI UTOMO NO.150, SINGKAWANG TENGAH, KOTA SINGKAWANG , KALIMANTAN BARAT 79111"
948,E720,ERAFONE YOS SUDARSO SINGKAWANG,0.9129491,108.9852574,"JL. YOS SUDARSO NO.65, MELAYU, KEC. SINGKAWANG BAR., KOTA SINGKAWANG, KALIMANTAN BARAT 79113"
949,E977,ERAFONE ABDURAHMAN WAHID KUBU RAYA,-0.1492459,109.412363,"JL. KH ABDURAHMAN WAHID NO 60, LIMBUNG , KEC , SUNGAI RAYA , KABUPATEN KUBU RAYA ,KALIMANTAN BARAT"
950,F025,ERAFONE SUNGAI RAYA DALAM PONTIANAK,-0.0718018,109.3598164,"JL. SUNGAI RAYA DALAM, RT./RW/RW.002/006, BANGKA BELITUNG DARAT, KEC. PONTIANAK TENGGARA, KOTA PONTIANAK, KALIMANTAN BARAT 78117"
951,X153,IBOX SULTAN ABDURRHMAN PONTIANAK,-0.0378896,109.3303229,"JL.SULTAN ABDURRAHMAN NO.66A ,SUNGAI BANGKONG ,KEC PONTIANAK KOT 78243 KALIMANTAN BARAT"
952,M077,MEGASTORE DUTA MAL BANJARMASIN,-3.32256,114.603252,"DUTAMALL BANJARMASIN LANTAI 1 BLOK D NO 11,12,15 JL. JEND A YANI KM 2,5 KOTA BANJARMASIN, KALIMANTAN SELATAN 70123"
953,E888,ERAFONE SATUI TANAH BUMBU,-3.778369,115.3974745,"JL. PROVINSI RT.05 RW.02 MAKMUR MULIA SATU, KEC. SATUI, KABUPATEN TANAH BUMBU, KALIMANTAN SELATAN 72276"
954,S005,SES DUTA MAL BANJARMASIN,-3.3227049,114.6039573,LT. 1 BLOCK H002-H003 DUTAMALL JL. AHMAD YANI KM. 2 - LT.1 BANJARMASIN
955,N177,XIAOMI STORE DUTA MALL BANJARMASIN,-3.3231763,114.6033841,"DUTA MALL BANJARMASIN,  JL AHMAD YANI KM 2 NO 98, BANJARMASIN, KALIMANTAN SELATAN 70234,LT 1 BLOK H NO 06"
956,E837,ERAFONE RUKO PELAIHARI TANAH LAUT,-3.7908825,114.7757038,"JL. AHMAD YANI NO.RT. 07B, RW.003, ANGSAU, KEC. PELAIHARI, KABUPATEN TANAH LAUT, KALIMANTAN SELATAN"
957,E595,ERAFONE PRAMUKA BANJARMASIN,-3.34261,114.6289501,"JALAN PRAMUKA, PEMURUS LUAR, KECAMATAN BANJARMASIN TIMUR, KOTA BANJARMASIN, KALIMANTAN SELATAN 70236"
958,E461,ERAFONE RUKO BRIGJ. HASAN BASRI,-3.2932609,114.5893365,"JALAN JEND HASAN BASRI NO.46B, PANGERAN, KECAMATAN BANJARMASIN UTARA, KALIMANTAN SELATAN 70124"
959,E823,ERAFONE RUKO VETERAN BANJARMASIN,-3.3200159,114.6081961,"JL. VETERAN, DESA SUNGAI BILU, KEC. BANJARMASIN TIMUR, KOTA BANJARMASIN, KALIMANTAN SELATAN"
960,E974,ERAFONE RUKO LOKTABAT BANJABARU,-3.3878744,114.7266424,"JL.HM MISTAR CUKRO KUSUMO , LOKTABAT SELATAN , KE C BANJARBARU SELATAN , KOTA BANJARBARU , KALIMANTAN SELATAN 70714"
961,M033,MEGASTORE RUKO BANJARMASIN,-3.3181201,114.6040954,"JL. A YANI NO. 132 KM.3, KARANG MEKAR, KEC. BANJARMASIN TIMUR, KOTA BANJARMASIN, KALIMANTAN SELATAN"
962,N227,MI STORE QMALL BANJARBARU,-3.4393029,114.8490378,"JL. A. YANI, KOMET, KEC. BANJARBARU UTARA, KOTA BANJAR BARU, KALIMANTAN SELATAN 70714, QMALL"
