No,SAP CODE,STORE NAME,LAT,LONG,Store Address
395,E362,ERAFONE MINI PERBAUNGAN,3.5674356,98.958248,"Jl  Serdang no 153 C, Perbaungan, Serdang Bedagai, Sumatera Utara 20986"
396,M063,MEGASTORE RUKO PEMATANGSIANTAR,2.9585069,99.0687144,"Jl. Soetomo No. 36 RT.000 RW 01 Proklamasi Siantar Barat Pematangsiantar, Sumatera Utara"
397,E205,ERAFONE RUKO KISARAN,2.9822004,99.6304642,"Jl. Imam Bonjol, Tebing Kisaran, Kec. Kota Kisaran Barat, Kabupaten Asahan, Sumatera Utara 21211"
398,E364,ERAFONE RUKO TEBING,3.3384585,99.1648869,"Jl. Jend. Sudirman No.Kel, Lingkungan III, Badak Bejuang, Rambutan, Kota Tebing Tinggi, Sumatera Utara 20615"
399,E207,ERAFONE RUKO RANTAU PRAPAT,2.0932248,99.8369722,Jl. Ahmad yani Kel Bakaran Batu Kec Rantau Selatan Kabupaten Labuhan Batu Sumatera Utara (Sebelah Bank BTN) Kode Pos : 21411
400,E517,ERAFONE SIBORONG BORONG,2.2124789,98.9726835,"Jl. Sm Raja, Hutatoruan VI, Kec. Siborongborong, Kabupaten Tapanuli Utara, Sumatera Utara 22474"
401,E935,ERAFONE BALIGE,2.3344696,99.0682121,"Jl. Singamangaraja 182b, Balige, Sumatera Utara"
402,E401,ERAFONE TANJUNG BALAI,2.9599846,99.8010714,"Jl. Jendral Sudirman No.55, Tj. Balai Kota I, Tanjungbalai Selatan, Kota Tanjung Balai, Sumatera Utara 21332"
403,E724,ERAFONE INDRA PURA,3.2833242,99.369351,"Jl. Raya Indrapura  , Kel. Indrapura Kec,Air Putih Kab, Batubara Provinsi Sumatera Utara  21256"
404,E502,ERAFONE SIBOLGA,1.7324734,98.7913998,"Jl. Ahmad Yani No.86, Ps. Belakang, Sibolga Kota, Kota Sibolga, Sumatera Utara 22513"
405,E739,ERAFONE PADANG SIDEMPUAN,1.3783873,99.2733224,"jl.Merdeka komplek city walk,padang sidempuan utara,padang sidempuan,sumut 22771"
406,E397,ERAFONE RUKO MANDAILING NATAL,0.8615561,99.5631599,"Jl. Willem Iskandar ,Sipolu polu,Kec Panyabungan ,Kabupaten Mandailing Natal,Sumatera Utara 22976"
407,E473,ERAFONE SUZUYA MALL RANTAU PRAPAT,2.0877034,99.8445454,"Jl SM Raha, Kel Bakaran Batu, Kec Rantau Selatan, Suzuya Mall Rantau Prapat Lt1 Erafone Store"
408,E725,ERAFONE AEK NOPAN,2.5716217,99.6531684,"Jl Jend Sudirman No. 158-160, Kel. Aek Kanopan, Kec. Kualuh Hulu, Labuhan Batu Utara, Sumatera Utara, 21273"
409,E726,ERAFONE MB KOTA PINANG,1.8907662,100.0896873,"Jl. Lintas Sumatra No.27, Kota Pinang, Kec. Kota Pinang, Kab. Labuhanbatu Selatan, Sumatera Utara 21464"
410,M076,MEGASTORE RUKO PADANG SIDEMPUAN,1.3806709,99.2741765,"Jalan Sisingamaharaja No. 81-82 , Sitamiang, Padang Sidempuan Selatan, Kota Padang Sidempuan 22723 (Samping Rumah Sakit Inanta)"
411,F034,ERAFONE SIANTAR,2.9558666,99.0636967,"Jl. Sangnawaluh Komp.Megaland  A/30 RT 00 RW 00, Pematang Siantar"
412,X160,IBOX RANTAU PRAPAT,2.0922835,99.8355566,"Jl. Jend. Ahmad Yani 188-162, Kartini, Kec. Rantau Utara, Kab. Labuhanbatu, Sumatera Utara 21411"
413,M054,MEGASTORE RUKO MARELAN MEDAN,3.7030798,98.6584832,"Jl. Marelan IV No.8, Rengas Pulau, Medan Marelan, Kota Medan, Sumatera Utara 20255"
414,E751,ERAFONE KARYA MEDAN,3.5732238,98.6640977,Jl. Sei Agul / karang berombak NO 113
415,E828,ERAFONE MARENDAL MEDAN,3.535521,98.698515,"Jl. Bajak II, Harjosari II, Kec.Medan Amplas, Kota Medan, Sumatera Utara"
416,E950,ERAFONE MB MUCHTAR BASRI,3.616349,98.6759571,"JL. KAPTEN MUCHTAR BASRI NO.126, KEL, GLUGUR DARAT II, KEC, MEDAN TIMUR"
417,E949,ERAFONE PLATINA MEDAN,3.6887792,98.6599326,"Jl. Platina Raya, Rengas Pulau, Kec. Medan Marelan, Kota Medan, Sumatera Utara 20244"
418,M192,ERAFONE & MORE MULTATULI,3.5762992,98.6796589,"Jln. Complex Multatuli Indah, Multatuli Simpang H Misbah, Block FF No.FF8-9-10 Kel.Hamdan, Kec.Medan Maimun, Medan"
419,M009,MEGASTORE PLAZA MEDAN FAIR,3.5927919,98.6631752,"Jl. Gatot Subroto, Plaza Medan Fair, Lantai 4 No. 17 & 18, Sekip, Medan Petisah, Kota Medan, Sumatera Utara 20112"
420,G024,CARREFOUR PLAZA MEDAN FAIR,3.5923101,98.6636072,"Kompleks Medan Fair Plaza, Jalan Gatot Subroto No. 30, Sekip, Medan Petisah, Kota Medan, Sumatera Utara 20214"
421,G256,EC PLAZA MEDAN FAIR,3.5908234,98.6681027,"Medan Fair Plaza Lt. 3, Jalan Gatot Subroto, Sekip, Medan Petisah, Kota Medan, Sumatera Utara 20112"
422,F017,ERAFONE SEKIP MEDAN,3.594537,98.6667233,"Jl.sekip No 14/24C ,Sekip kec.Medan petisah Kota Medan Sumatera Utara"
423,E527,ERAFONE PANDAU HULU MEDAN,3.5903866,98.6935221,"Jl. Aipda KS Tubun No.101, Pandau Hulu I, Kec. Medan Kota, Kota Medan, Sumatera Utara 20233"
424,M125,MEGASTORE RUKO MEDAN,3.5840507,98.6594456,"Jl. Glugur, Petisah Tengah, Medan Petisah, Medan City, North Sumatra 20111, Ruko Golden Trade Center"
425,E653,ERAFONE GAPERTA HELVETIA MEDAN,3.6089676,98.6115036,Jl. setia gaperta no. 152
426,E984,ERAFONE SETIA BUDI,3.5699238,98.6423891,"Jl. Setia Budi No.A2-A4, Tj Rejo, Kec Medan Sunggal, Kota Medan"
427,E287,ERAFONE BINJAI SUMATERA UTARA,3.6016058,98.4841046,"Jln. Sultan Hasanuddin N0.41 Kel.Kartini Kec.Binjai Kota, Kota Binjai - Sumatera Utara"
428,E302,ERAFONE BINJAI SUPER MALL,3.6076644,98.4963088,"Jln. Sultan Hasanuddin N0.41 Kel.Kartini Kec.Binjai Kota, Kota Binjai - Sumatera Utara"
429,G193,HYPERMART BINJAI MEDAN,3.596282,98.4874021,"Jln Soekarno Hatta no14, Timbang langkat , kecamatan Binjai timur , Kota Binjai , Sumatra Utara, lantai G di samping sports station"
430,E802,ERAFONE STABAT,3.7518198,98.4530236,Jl. K H Zainul arifin No 22-8 Kel Kwala Bingai Kec Stabat Kab Langkat
431,G111,LOTTEMART CENTRE POINT MEDAN,3.5917109,98.6810027,"Jl. Jawa No. 1, Mall Centre Point Medan, Lower Ground, Gang Buntu, Medan Timur, Gg. Buntu, Medan Tim., Kota Medan, Sumatera Utara 20127"
432,E057,ERAFONE II CENTER POINT MEDAN,3.5919991,98.6808299,"Mall Center Point Medan LG 36 Jl. Jawa , Gg. Buntu, Medan Tim., Kota Medan, Sumatera Utara 20245"
433,E212,ERAFONE 2 SUN PLAZA MEDAN,3.5828213,98.6717149,"Sun Plaza Medan, No. 7, Sun Plaza, Lantai LG Unit LG-C9/10, Jl. H. Zainul Arifin, Medan Polonia, Kota Medan, Sumatera Utara 20152"
434,E213,ERAFONE 3 SUN PLAZA MEDAN,3.5828213,98.6717149,"Sun Plaza Medan, No. 7, Sun Plaza, Lantai 1 Unit L1-A-42, Jl. H. Zainul Arifin, Medan Polonia, Kota Medan, Sumatera Utara 20152"
435,E192,ERAFONE THAMRIN PLAZA MEDAN,3.5867685,98.6924098,"Jln. M. H. Thamrin No. 75R, Sei Renggas II, Kec.Medan Area , Kota Medan, Sumatera Utara 20211 Lt. 2 No.26"
436,E672,ERAFONE CEMARA MEDAN,3.629485,98.6959573,"Jl. Cemara Asri Boulevard Raya, Medan Estate, Kec. Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara 20221"
437,E826,ERAFONE LAUT DENDANG,3.620469,98.730046,"JL. Perhubungan 18,Tembung,Kec. Percut Sei Tuan,Kabupaten Deli Serdang,Sumut"
438,E675,ERAFONE MB TEMBUNG,3.5968918,98.7502283,"JL. Besar Tembung, Hutan, Percut Sei Tuan, Deli Serdang, Sumatera Utara"
439,E839,ERAFONE MULTIBRAND PANCING,3.6021268,98.7065132,"JL.WillemIskandar ,Sidoarjo,kec.Medan Tembung ,kota medan ,sumatera Utara"
440,E316,ERAFONE RUKO BUKIT TINGGI,-0.6289468,100.3610765,"Jl. Perintis Kemerdekaan, Aur Tahungkang Tengah Sawah, Kec. Guguk Panjang, Kota Bukittinggi, Sumatera Barat."
441,E652,ERAFONE PADANG PANJANG,-0.4621304,100.4000193,"Jl. Soekarno Hatta, Bukit Surungan, Kec. Padang Panjang Bar., Kota Padang Panjang, Sumatera Barat 27118 (Sebelah CFC)"
442,E800,ERAFONE PASAMAN BARAT,0.0943474,99.8249262,"Jl.Lintas Ujung Gading ,Lingkuang AUA kec ,pasaman, Kab. Pasaman barat"
443,E063,ERAFONE PLAZA ANDALAS PADANG,-0.9500274,100.3556543,"Plaza Andalas Lt. 1. No.208. Jl. Pemuda No.15 Padang Bar., Kota Padang, Sumatera Barat"
444,N212,MI STORE PLAZA ANDALAS,-0.9503138,100.3555326,"Plaza Andalas Lt. 2 unit L2 B001. Jl. Pemuda No.15 Padang Bar., Kota Padang, Sumatera Barat"
445,E638,ERAFONE NANGGALO,-0.9050048,100.3636658,"Jl. Gajah mada,RT.02/RW.RT 02,Kp.Kec Nanggalo Padang"
446,E799,ERAFONE ADINEGORO,-0.8625943,100.3406688,"Jl. Adinegoro Bungo Pasang , Kec : Koto Tangah , Padang 25171"
447,E617,ERAFONE SOLOK SUMBAR,-0.788831,100.6660176,"Jl. Prof. Dr. Moh. Yamin Sh l No.27, Ps. Pandan Air Mati, Kec. Tj. Harapan, Kota Solok, Sumatera Barat 27317"
448,E618,ERAFONE SEBERANG PADANG,-0.9567971,100.3735505,"Jl. Sutan Syahrir Dalam, Seberang Padang, Kec. Padang Sel., Kota Padang, Sumatera Barat 25214"
449,E218,ERAFONE RUKO PEMUDA PADANG,-0.9506213,100.3549532,"Jl. Pemuda II A RT.001/RW.001 Padang Barat, Kota Padang , Sumatera Barat , 25143, 114.29 m2"
450,E619,ERAFONE DR. SUTOMO PADANG,-0.9506603,100.3858408,"Jl. Dr. Sutomo, kubu marapalam, kec. padang timur, kota padang, sumatra barat, kode pos : 25125 (depan rsia. cicik) telp, 07514774041"
451,E064,ERAFONE BASKO GRAND MALL,-0.9023027,100.351115,"Jl. Prof. Dr. Hamka No. 2A, Basko Grand Mall Lantai Dasar Blok E No. 1, Air Tawar Tim., Padang Utara, Kota Padang, Sumatera Barat 25132"
452,X147,IBOX PATTIMURA PADANG,-0.9275054,100.3639886,"Jl. Pattimura 6 RT 004 RW 01, Kampung Jao, Padang Barat, Kota Padang."
453,X085,IBOX GRAND BATAM MALL,1.1334044,104.00717,"Grand Batam Mall Lantai GF-21B, Jln. Batu Selicin Lubuk Baja, , Desa/Kelurahan Batu Selicin, Kec. Lubuk Baja, Kota Batam, Provinsi Kepulauan Riau Kode Pos: 29441"
454,S111,SAMSUNG STORE MEGA MAL BATAM,1.1294451,104.0556639,"Jl. Engku Putri No.1, Tlk. Tering, Batam Kota, Kota Batam, Kepulauan Riau"
455,Q203,TELKOMSEL GRAPARI BATAM PENUIN,1.1102453,104.0323628,"Grapari Grand Batam Mall Lt 2 No 8, Jl Pembangunan, Batu Selicin Lubuk Baja, 29432"
456,G096,HYPERMART NAGOYA HILL BATAM,1.146366,104.012011,"Nagoya Hill Lower Ground level, Lubuk Baja Kota, Lubuk Baja, Lubuk Baja Kota, Lubuk Baja, Kota Batam, Kepulauan Riau 29444"
457,E454,ERAFONE NAGOYA HILL BATAM 2,1.1448567,104.0117123,"Nagoya Hill Shopoing Mall lantai LG 8-3A dan LG8-5, kecamatan lubuk baja, kota batam, kepulauan riau 29444"
458,M157,MEGASTORE BENGKOANG BATAM,1.1399376,104.0129816,"Jl. Laksamana Bintan No.4, Bengkong Indah, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444"
459,E443,ERAFONE ONE BATAM MALL,1.130087,104.045479,"One Batam Mall Lantai GF NO-40 Teluk Tering, Kec Batam Kota, Kota Batam, Provinsi Kepri."
460,E536,ERAFONE TANJUNG PINANG,0.9168852,104.5092509,"Jl. Di. Panjaitan no.08 rt/001, rw/003 bintan centre , Kec. Tanjungpinang Timur, Kota Tanjung Pinang, Kepulauan Riau 29125 (samping Salon Rudy)"
461,Q204,TELKOMSEL GRAPARI BATAM CENTER,1.12968,104.0564057,"Jl. Engku Putri No.Kel, Belian, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29432"
462,S145,SAMSUNG SES POLLUX BATAM,1.120068,104.0457744,"Lantai GF NO-23, Jl. Ahmad Yani, Batam Center, Kota Batam, Provinsi Kepulauan Riau"
463,E444,ERAFONE POLLUX BATAM,1.1246573,104.0505809,"Lantai GF NO-27, Jl. Ahmad Yani, Batam Center, Kota Batam, Provinsi Kepulauan Riau"
464,S110,SAMSUNG STORE GRAND MALL BATAM,1.1355196,104.0074302,"Grand Batam Mall Lantai G No.22 Jalan Pembangunan,Batu Selicin,Kec.Lubuk Baja Kota Batam 29444"
465,E232,ERAFONE GRAND MALL BATAM,1.1354394,104.0074683,"Grand Batam Mall Lantai 2 No. 39, Jalan Pembangunan, Lubuk Baja, Kota Batam 29444"
466,E211,ERAFONE MEGAMALL BATAM CENTER,1.1292617,104.0554211,"Mega Mall Batam Center Lt. UG No.108 - 109, Jl. Engku Putri, Kota Batam, Kepulauan Riau 29432"
467,G095,HYPERMART MEGAMALL BATAM,1.1291959,104.0558535,"Jl. Engku Putri No.1, Tlk. Tering, Batam Kota, Kota Batam, Kepulauan Riau"
468,X123,IBOX ONE MALL BATAM,1.1300933,104.0454643,"One Batam Mall Lantai GF NO-40 Teluk Tering, Kec Batam Kota, Kota Batam, Provinsi Kepri."
469,F029,ERAFONE BOTANIA BATAM,1.1068195,104.0876883,"komp ruko botania 2 blok B1/08 kel belian kec batam kota, kepri"
470,X124,IBOX MEGAMALL BATAM,1.1294851,104.0552904,"JL. Engku putri no.1, megamall batam center lantai G NO 101 belian, kec batam kota, kota batam, kepri"
471,S115,SES MALL SKA PEKANBARU,0.501308,101.4531223,"Jl. Soekarno Hatta, SKA Mall, Lantai 2 No.1 D-E"
472,E184,ERAFONE RUKO DURI RIAU,1.2848544,101.1936185,"Ruko, Jl. Jendral Sudirman Rt. 002/019, Kel. Air Jamban Kec. Mandau Kab. Bengkalis Riau"
473,S080,SES CIPUTRA SERAYA,0.5355702,101.4302025,"MALL CIPUTRA SERAYA LT. UG UNIT 01-L01, JL RIAU NO 58 PEKANBARU 28514, RIAU"
474,E254,ERAFONE DUMAI,1.670397,101.4402759,"Jl. Ombak (sultan hasanuddin) no. 28. kecamatan rimba sekampung, dumai barat, dumai"
475,E329,ERAFONE PERAWANG RIAU,0.672389,101.5942616,", Jl. Raya perawang Km.6, Kec. Tualang Kab. Siak, Riau"
476,E639,ERAFONE PANGKALAN KERINCI,0.4029724,101.8582395,"disamping SAMSAT Drive True, Jl. Maharaja Indra, Pangkalan Kerinci Kota, Kec. Pangkalan Kerinci, Kabupaten Pelalawan, Riau 28654"
477,E242,ERAFONE RUKO BAGAN BATU,1.7083306,100.3984049,"JL. Jendral Sudirman 64, Bagan Batu kec.Bagan Sinembah ,Rokan Hilir - Riau , Kode pos 28992 (Di samping Bank Mestika)"
478,N154,MI STORE SKA PEKANBARU,0.4848,101.4181452,"Jl. Delima, Tampan, Kota Pekanbaru, Riau 28292, Lt.2 -72-73 SKA Mall"
479,E066,ERAFONE SKA MALL,0.4999643,101.4186892,"Jl. Soekarno Hatta, SKA Mall, Lantai 2 No. 1, Delima, Tampan, Kota Pekanbaru, Riau 28812"
480,M084,MEGASTORE RUKO PANAM PEKANBARU,0.4636282,101.404908,"Jl. HR.Subrantas No 121 Kel: Sidomulyo Barat Kec: tampan , Pekanbaru"
481,E637,ERAFONE JL DURIAN,0.5166709,101.4329525,"Jl. Durian, Kp. Melayu, Kec. Sukajadi, Kota Pekanbaru, Riau"
482,X054,IBOX LIVING WORLD PEKANBARU,0.5000706,101.4200936,"Living world Pekan Baru, lantai UG-32B tengkerang Barat, Marpoyan Damai, Pekan Baru City, Riau 28292"
483,E065,ERAFONE MAL PEKANBARU,0.515426,101.433447,"Jl. Jend. Sudirman No,123, Mal Pekan Baru, Lantai 2 Blok E4 No. 01,02,03,05, Tengkerang Tengah, Marpoyan Damai, Kota Pekanbaru, Riau 28281"
484,M052,MEGASTORE RUKO SUDIRMAN PEKANBARU,0.5325454,101.4478365,"Jl. Jendral Sudirman No. 124, Kota Pekanbaru Riau"
485,E531,ERAFONE PAUS PEKANBARU,0.4972028,101.4390078,"l. Paus No.12-13, Tengkerang Tengah, Kec. Marpoyan Damai, Kota Pekanbaru, Riau 28124"
486,E801,ERAFONE TEMBILAHAN RIAU,-0.3210826,103.1569564,"Jl. M Boya, Tembilahan Kota, Kec, Tembilahan, Kabupaten indragiri Hilir, Riau, 29281"
487,E154,ERAFONE MAL LIVING WORD,0.4998433,101.420584,"Living World Pekanbaru Lt. 1 Unit 50 JL. Soekarno Hatta ,Labuh Baru Barat, Marpoyan Damai, Kota Pekanbaru ,Riau 28292"
488,S069,SAMSUNG LIVING WORLD PEKANBARU,0.500028,101.420245,"Lt. Upper Ground Unit UG-30A, UG-30B, UG-30C"
489,E429,ERAFONE HARAPAN RAYA,0.4996417,101.4596768,"Jl. Imam Munandar No. 128 Tangkerang Utara, Kec Bukit Raya, Kota Pekanbaru, Riau 28126"
490,E636,ERAFONE JL RIAU PEKANBARU,0.5173206,101.4446551,"JL. RIAU NO 60, RT: 03  Kec. senapelan, Kel. KP Baru, 28292, Kota Pekanbaru, Prov. Riau"
491,E877,ERAFONE UJUNG BATU,0.7137522,100.52806,"JL JEND SUDIRMAN RT 00/ RW07 KELURAHAN UJUNG BATU, ROKAN HULU, RIAU"
492,E963,ERAFONE DELIMA PEKANBARU,0.4754365,101.4063105,"Jln. Delima No.175 Kel. Sidomulyo Timur, Kec. Tampan, Kab. Pekanbaru, Riau 28294"
493,E989,ERAFONE ARIFIN AHMAD,0.4772337,101.4306746,"JL. ARIFIN AHMAD RT003/RW11, KEL. SIDOMULYO TIMUR, KEC. MARPOYAN DAMAI PEKANBARU"
494,F044,ERAFONE GOBAH PEKANBARU,0.5143604,101.4587196,"Jl. Let Jend S Parman No. 02 RT 003/002, Sukamaju, Sail, Pekanbaru"
495,F033,ERAFONE BUKIT BARISAN PEKANBARU,0.4866221,101.4927648,"Jl Bukit Barisan 9, Tangkerang  Timur, Kec Tenanyan Raya, Kota Pekanbaru, Riau"
496,X151,IBOX SUDIRMAN PEKANBARU,0.4985804,101.3924996,"JL. Jenderal Sudirman, No.95, Labuh Baru, Kec. Senapelan 28292"
497,E340,ERAFONE SUZUYA MEULABOH,4.1445136,96.1288769,"Mall Suzuya Meulaboh Jl. Nasional, Ujung Kalak, Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23613"
498,E430,ERAFONE RUKO BANDA ACEH,5.5477873,95.3299663,"Jl. Dr. Mr. Mohd Hasan No.88, Sukadamai, Kec. Lueng Bata, Kota Banda Aceh, Aceh 23127"
499,X096,IBOX LIPPO PLAZA ACEH,5.5543235,95.3314443,"Jl. T. Hasan Dek Jl. Teuku Iskandar No.49, Beurawe, Kec. Kuta Alam, Kota Banda Aceh, Aceh 23127"
500,E264,ERAFONE RUKO LHOKSEUMAWE,5.1746647,97.1489831,"Jl. Pase No. 1 Gampong Kota, Kec. Banda Sakti, Kota Lhoksemawe, 24314"
501,E227,ERAFONE RUKO LANGSA,4.4742762,97.9620646,"Jl. Ahmad Yani No. 140 Gampong Jawa, Kec Langsa Kota, Provinsi Aceh, 24354"
502,E341,ERAFONE SUZUYA BIREUEN,5.2018861,96.7029211,"Mall Suzuya Bireun Jl. Malikussaleh, Simpang Empat, Kota Juang, Kabupaten Bireuen, Aceh 24251"
503,F006,ERAFONE BIREUEN ACEH,5.2017512,96.7042696,"JL. Medan B. Aceh, Pulo Ara Geudong Teungoh, Kec. Kota Juang, Kab Bireuen"
504,E533,ERAFONE TAKENGON,4.626437,96.8452929,"Jl. Lebe Kader No.65, Blang Kolak I, Kec. Bebesen, Kabupaten Aceh Tengah, Aceh 24471"
505,E914,ERAFONE BEUREUNUN PIDIE ACEH,5.2768713,95.9812024,"beureunuen depan bank bsi beureunuen, Jl. Medan B. Aceh, Baro Yaman, Beureunuen, Kabupaten Pidie, Aceh 24173 (Samping Kutaradja Fried Chicken )"
506,M079,MEGASTORE RUKO ACEH,5.5488768,95.3192186,"Jl. TP. Polem 125, Peunayong, Kota Alam Banda Aceh"
507,E610,LIPPO PLAZA ACEH,5.5515392,95.3273121,"Jl. T. Hasan Dek Jl. Teuku Iskandar No.49, Beurawe, Kec. Kuta Alam, Kota Banda Aceh, Aceh 23127"
508,N306,XIAOMI STORE SUZUYA MALL BANDA,5.5376439,95.3067744,"Jl Teuku Umar ,Jaya Baru,Lamteumen timur ,Xiaomi Suzuya Mall Banda Aceh lantai 2/ID 23232"
509,S187,SES SUZUYA MALL BANDA ACEH,5.5463202,95.3141887,"Jl Teuku Umar ,Jaya Baru,Lamteumen timur ,Xiaomi Suzuya Mall Banda Aceh lantai 1/ID 23232"
510,X149,IBOX SUZUYA MALL BANDA ACEH,5.5369298,95.3064598,"Jl Teuku Umar ,Jaya Baru,Lamteumen timur ,Xiaomi Suzuya Mall Banda Aceh lantai 1/ID 23232"
511,N170,XIAOMI STORE MAL KARTINI LAMPU,-5.4169725,105.2538681,"Mall Kartini, Jl. Raden Ajeng kartini no 49 palapa tj karang bandar lampung"
512,E325,ERAFONE RUKO METRO LAMPUNG,-5.1143288,105.3097916,"Jl. AH Nasution No.18, Yosorejo, Kec. Metro Tim., Kota Metro, Lampung 34124"
513,E927,ERAFONE METRO CHANDRA,-5.1146222,105.3050753,"Chandra Supermarket Metro, komplek Sumur Bandung Jl. Ade Irma Suryani, Imopuro, Kec. Metro Pusat, Kota Metro, Lampung 34125"
514,E015,ERAFONE SIMPUR CENTER,-5.41323,105.2568964,"Mall Simpur, Jl. Jendral Suprapto, No. 54, Tanjung Karang Pusat"
515,M028,MEGASTORE RUKO KATAMSO,-5.413228,105.2570865,Jl. Raya Katamso No. 38 dan 39
516,M017,MEGASTORE MAL KARTINI LAMPUNG,-5.4165787,105.253601,"Mall Kartini, Jl. Kartini No. 49 Tanjung Karang Pusat, Lampung, Mal Kartini Lt. G No. 49"
517,E448,ERAFONE LAMPUNG CITY MALL,-5.4431875,105.2806406,"Lampung City Mall Jl. Yos Sudarso No.44,  Lantai GF Teluk Betung, Kec. Bumi Waras, Kota Bandar Lampung, Lampung 35226."
518,S147,SAMSUNG SEP LAMPUNG CITY MALL,-5.4434441,105.280534,"Lampung City Mall,   Jl. Yos Sudarso No.44, Teluk Betung, Kec. Bumi Waras, Kota Bandar Lampung, Prov Lampung 35226"
519,X083,IBOX MALL KARTINI LAMPUNG,-5.4160768,105.2534431,"Mall Kartini LT 1, Jl Kartini No 49, palapa, Kec Tanjung Karang Pusat, Kota Bandar Lampung,"
520,X105,IBOX LAMPUNG CITY MALL,-5.4430155,105.2804489,"Jl. Yos Sudarso No.44, Teluk Betung, Kec. Bumi Waras, Kota Bandar Lampung, Prov Lampung 35226"
521,S010,SES MAL KARTINI LAMPUNG,-5.4166725,105.2537378,"Mall Kartini, Jln RA Kartini No.49 Blok A11-12 Lt.1 Mall Kartini Lampung. Kode POS 35117"
522,E845,ERAFONE IMAM BONJOL LAMPUNG,-5.3998174,105.2450452,"Jl. Imam Bonjol No.273, Gedong Air, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35115"
523,E016,ERAFONE RADEN INTAN,-5.417808,105.257978,"Jl. Raden Intan No.92A, Bandar Lampung"
524,M078,MEGASTORE BANDAR JAYA LAMPUNG,-4.9373159,105.2124479,Jl. Proklamator raya No. 100 Bandar jaya kec. Terbanggi besar kab. Lampung tengah
525,E524,ERAFONE BANJARAGUNG LAMPUNG,-4.3352055,105.2341161,"Jl. Lintas Sumatera, Unit 2, Banjar Agung Tulang Bawang, Lampung"
526,E550,ERAFONE KOTABUMI,-4.827033,104.8859442,"Jl. Jend. Sudirman No.34, Kota Gapura, Kec. Kotabumi, Kabupaten Lampung Utara, Lampung 34516"
527,E572,ERAFONE PANJANG,-5.4684354,105.3216958,"Jl. Yos Sudarso No.1c, Panjang Utara, Kec. Panjang, Kota Bandar Lampung, Lampung 35241"
528,E574,ERAFONE BANDAR SRIBAWANO,-5.2028757,105.4796459,"Jl. Ir. Sutami, Sri Menanti, Kec. Bandar Sribawono, Kabupaten Lampung Timur, Lampung 34389"
529,E847,ERAFONE DIPONEGORO LAMPUNG,-5.432314,105.262108,"Jl. Diponegoro No.92, Sumur Batu, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung 35212"
530,X026,IBOX BUMI KEDATON,-5.3820183,105.2593871,"Mall Bumi Keadton, Jl. Teuku umar kedaton kec kedaton kota bandar lampung 35132"
531,E017,ERAFONE MALL BOEMI KEDATON,-5.3887608,105.2616507,"Mall Bumi Kedaton, Jl. Teuku Umar No.1, Lampung Mall Boemi Kedaton Lantai Basement No. 10, 11, 12"
532,S011,SES MALL BOEMI KEDATON,-5.3818454,105.2594921,"Mall Boemi Kedaton, Lantai Ground Jalan Teuku Umar Lantai 1 Kode POS 35132"
533,G313,CARRE4 TRANSMRT LAMPUNG,-5.383467,105.2821746,"Transmart Mall, Jl. Sultan Agung No.283, Way Halim Permai, Kec. Way Halim, Kota Bandar Lampung, Lampung 35132"
534,E435,ERAFONE RUKO ANTASARI BANDARLA,-5.4081709,105.2727939,"Jl. P. Antasari No.63d, Kedamaian, Kec. Tanjungkarang Timur, Kota Bandar Lampung, Lampung 35122"
535,E526,ERAFONE KEMILING LAMPUNG,-5.4002141,105.2101512,"Jl. Teuku Cik Ditiro No.30, Beringin Raya, Kec. Kemiling, Kota Bandar Lampung, Lampung 35155"
536,E552,ERAFONE TATAAN,-5.3798341,105.1077495,"Sukaraja, Gedong Tataan, Pesawaran Regency, Lampung"
537,E291,ERAFONE RUKO PRINGSEWU LAMPUNG,-5.3562643,104.9810094,"Jl A Yani No 2263, Pringsewu utara Kec Pringsewu, Kabupaten Pringsewu, Lampung 35373"
538,E573,ERAFONE TANJUNG SENANG,-5.3638315,105.2762187,"Jl. Ratu Dibalau (Samping POM Bensin AKR), Tj. Senang, Kec. Tj. Senang, Kota Bandar Lampung, Lampung 35135"
539,E846,ERAFONE SUDIRMAN LAMPUNG,-5.4228784,105.2668735,"Jl. Jend. Sudirman No.108, Rw. Laut, Engal, Kota Bandar Lampung, Lampung 35213"
540,E548,ERAFONE KALIANDA,-5.7306884,105.5933212,"JL Lubuk Timbanga, kalianda, Kab Lampung selatan, Lampung"
541,E549,ERAFONE NATAR,-5.3154851,105.1965142,"Jl Lintas Sumatra, Merak batin, Kec Natar, Kab Lampung Selatan, Lampung"
542,E551,ERAFONE KOTA AGUNG,-5.49771,104.6285721,"JL ir haji Juanda, kec kota agung, kab tanggamus, lampung"
543,X030,IBOX PALEMBANG ICON,-2.9935119,104.7666153,"Palembang Icon (Palembang Center Point) Ground FloorG-58 Jl. POM IX, Palembang, Sumatera Selatan 30137"
